postID,theDate,thread,prompt,post,userID
104168,1422672995,1,Week 3,"Thanks for jumping out there Chris- Looking forward to seeing your concentration results.  I suspected that we had a wide variety of solution percentages.  But it seemed like all had similar results. 

I am going to disagree on what is happening at the particle level.  I am also not sure of my statement here but what I believe I have learned is that salt does, in fact, disassociate the two ions and they all exist freely in solution as the electrons are being shared- hence the increase in conductivity with an electrolyte.  What that means for the thermal energy equation I am still struggling.
",7
104169,1422673378,2,Week 3,"Whomever works on Tonyas idea- please also measure and compare how much the volume increases for the water when the two solutes (salt/sugar) are put in-  Powell and I had discussion on that today.

I am going to repeat the first experiment but am going to keep the cube submerged well below the surface and out of the melted fresh water.
",7
104170,1422674891,2,Week 3,"BTW -  we also need to check to see if the temperature drops when sugar is mixed in.  I know it drops when we mix salt in-  I have measured it ( -2F change in 1cup water with 1/4 cup salt).
",7
104171,1422708112,3,Week 3,"Week 3 Experiment #1. Salt to water ratio and ice melt.
",2
104172,1422708178,4,Week 3,"Week 3 Experiment #1

 
",2
104173,1422708255,4,Week 3,"I had a small issue posting. Sorry.
",2
104175,1422716915,4,Week 3,"A question that came up for me is the water temperatures.  If the salt water has the lower temperature, then wouldnt that slow down the melting?  Though its not a significant temperature difference, 68 - 60 in plain water compared to 65 - 57 (using the two extremes - plain water compared to super salty with a cup of salt, there is a difference).  The ice is in the 68 degree plain water vs. the ice in the 65 degree salty water (a 3 degree difference throughout the experiment) - so the temperature difference of the water would melt it faster in the plain water, right?   Maybe evening out the water temp before putting the ice cube in would change the outcome?  Ill have to try that one.
",1
104180,1422760525,2,Week 3,"I am now pretty confident it is all about density and the colder water staying at the surface. It has nothing to do with bonds, ions or reactions.  It is just plain old convection- see report!
",7
104183,1422807749,2,Week 3,"So, Paul, to clarify, the salty water is denser than the plain water (due to the salt being in it).  Because of this, it doesnt allow the warmer water to rise (convection) as quickly as it would in the plain water, yes?  This makes sense to me.  Can I ask about the set up, just to be clear, did you wait until all the water (plain and salty) were at the same temp before adding the ice cubes?  
",1
104185,1422817883,1,Week 3,"Interesting, Paul, thanks for reading this over! I guess I always thought that the distribution of NaCl molecules in water is what gave it its increased conductivity. I would love to find out for sure what happens at the molecular level when salt is dissolved in water. Im still pretty amazed at the temperature drop that you witnessed in last weeks test. I definitely would not have expected that. Very cool!
",4
104196,1422886771,5,Week 3,"This I my second experiment. Ive concluded that the molecule of water, being of a triangular shape and has a polarity that allows it to bind with other molecules of water, is interrupted by the cubic molecule of sodium chloride. What are your thoughts?
",2
